eid,cycle,firmware
71252,2011-2012,1.9.0
71254,2011-2012,2.4.0
71256,2011-2012,2.2.0
71257,2011-2012,1.5.0
71258,2011-2012,2.4.0
71259,2011-2012,2.2.0
71262,2011-2012,1.9.0
71263,2011-2012,2.4.0
71265,2011-2012,2.4.0
71266,2011-2012,2.4.0
71271,2011-2012,1.5.0
71272,2011-2012,2.5.0
71273,2011-2012,1.5.0
71274,2011-2012,2.2.0
71275,2011-2012,1.7.0
71278,2011-2012,1.5.0
71279,2011-2012,2.5.0
71280,2011-2012,2.4.0
71282,2011-2012,2.2.0
71284,2011-2012,1.9.0
71285,2011-2012,1.5.0
71286,2011-2012,2.5.0
71288,2011-2012,2.4.0
71290,2011-2012,2.2.0
71291,2011-2012,2.5.0
71292,2011-2012,1.5.0
71294,2011-2012,1.7.0
71296,2011-2012,1.8.0
71297,2011-2012,1.5.0
71298,2011-2012,2.4.0
71301,2011-2012,2.2.0
71302,2011-2012,2.5.0
71305,2011-2012,1.7.0
71306,2011-2012,2.4.0
71308,2011-2012,2.2.0
71309,2011-2012,1.8.0
71310,2011-2012,1.5.0
71311,2011-2012,2.5.0
71312,2011-2012,1.5.0
71313,2011-2012,2.4.0
71314,2011-2012,2.3.0
71315,2011-2012,2.4.0
71316,2011-2012,1.5.0
71321,2011-2012,2.4.0
71322,2011-2012,2.4.0
71323,2011-2012,1.8.0
71326,2011-2012,2.5.0
71328,2011-2012,2.5.0
71329,2011-2012,1.5.0
71332,2011-2012,2.3.0
71333,2011-2012,2.3.0
71334,2011-2012,2.4.0
71336,2011-2012,2.2.0
71337,2011-2012,2.4.0
71338,2011-2012,1.8.0
71339,2011-2012,2.4.0
71340,2011-2012,2.4.0
71341,2011-2012,2.5.0
71342,2011-2012,2.5.0
71344,2011-2012,2.4.0
71346,2011-2012,1.8.0
71347,2011-2012,2.5.0
71348,2011-2012,1.5.0
71350,2011-2012,2.4.0
71351,2011-2012,2.3.0
71352,2011-2012,1.9.0
71353,2011-2012,1.9.0
71354,2011-2012,1.7.0
71355,2011-2012,2.4.0
71356,2011-2012,2.5.0
71357,2011-2012,1.9.0
71359,2011-2012,1.9.0
71360,2011-2012,2.0.0
71361,2011-2012,2.2.0
71362,2011-2012,1.8.0
71363,2011-2012,1.8.0
71364,2011-2012,1.5.0
71365,2011-2012,2.2.0
71366,2011-2012,1.8.0
71367,2011-2012,2.5.0
71368,2011-2012,2.4.0
71370,2011-2012,2.4.0
71371,2011-2012,2.4.0
71374,2011-2012,2.2.0
71375,2011-2012,2.3.0
71379,2011-2012,2.0.0
71381,2011-2012,1.9.0
71384,2011-2012,1.5.0
71385,2011-2012,2.4.0
71390,2011-2012,2.3.0
71391,2011-2012,2.2.0
71393,2011-2012,2.4.0
71397,2011-2012,1.7.0
71398,2011-2012,2.5.0
71399,2011-2012,2.5.0
71401,2011-2012,1.9.0
71403,2011-2012,1.9.0
71404,2011-2012,1.5.0
71405,2011-2012,2.5.0
71406,2011-2012,1.5.0
71407,2011-2012,2.5.0
71408,2011-2012,1.9.0
71409,2011-2012,2.0.0
71410,2011-2012,2.5.0
71412,2011-2012,1.5.0
71413,2011-2012,1.5.0
71415,2011-2012,2.3.0
71416,2011-2012,2.3.0
71417,2011-2012,1.7.0
71418,2011-2012,2.4.0
71419,2011-2012,1.8.0
71422,2011-2012,2.5.0
71423,2011-2012,1.9.0
71424,2011-2012,1.5.0
71425,2011-2012,2.5.0
71427,2011-2012,2.2.0
71428,2011-2012,2.4.0
71429,2011-2012,1.9.0
71430,2011-2012,1.9.0
71432,2011-2012,2.3.0
71433,2011-2012,2.4.0
71434,2011-2012,2.4.0
71436,2011-2012,2.4.0
71438,2011-2012,2.5.0
71440,2011-2012,2.5.0
71441,2011-2012,1.9.0
71443,2011-2012,1.9.0
71448,2011-2012,2.5.0
71450,2011-2012,2.5.0
71451,2011-2012,2.0.0
71452,2011-2012,2.4.0
71453,2011-2012,2.3.0
71455,2011-2012,2.4.0
71456,2011-2012,2.3.0
71457,2011-2012,2.5.0
71459,2011-2012,2.0.0
71460,2011-2012,2.4.0
71461,2011-2012,1.8.0
71462,2011-2012,1.7.0
71465,2011-2012,1.9.0
71467,2011-2012,1.8.0
71468,2011-2012,2.5.0
71469,2011-2012,2.4.0
71470,2011-2012,2.4.0
71471,2011-2012,1.9.0
71473,2011-2012,1.5.0
71474,2011-2012,2.5.0
71475,2011-2012,1.5.0
71476,2011-2012,2.4.0
71478,2011-2012,1.5.0
71479,2011-2012,2.4.0
71481,2011-2012,2.3.0
71482,2011-2012,2.4.0
71483,2011-2012,2.2.0
71486,2011-2012,2.4.0
71488,2011-2012,1.8.0
71489,2011-2012,2.4.0
71490,2011-2012,1.8.0
71491,2011-2012,2.4.0
71492,2011-2012,2.4.0
71493,2011-2012,1.5.0
71495,2011-2012,2.4.0
71496,2011-2012,2.5.0
71497,2011-2012,2.4.0
71499,2011-2012,1.9.0
71500,2011-2012,1.5.0
71502,2011-2012,1.5.0
71503,2011-2012,2.4.0
71504,2011-2012,2.5.0
71505,2011-2012,2.4.0
71509,2011-2012,2.2.0
71511,2011-2012,1.5.0
71512,2011-2012,2.5.0
71513,2011-2012,2.5.0
71515,2011-2012,2.3.0
71517,2011-2012,1.5.0
71518,2011-2012,2.3.0
71519,2011-2012,1.7.0
71521,2011-2012,2.4.0
71522,2011-2012,2.5.0
71524,2011-2012,2.3.0
71525,2011-2012,2.4.0
71526,2011-2012,1.8.0
71527,2011-2012,1.9.0
71529,2011-2012,1.8.0
71532,2011-2012,2.2.0
71533,2011-2012,1.8.0
71534,2011-2012,1.9.0
71535,2011-2012,2.5.0
71536,2011-2012,2.0.0
71537,2011-2012,1.5.0
71540,2011-2012,2.5.0
71541,2011-2012,1.9.0
71542,2011-2012,1.9.0
71543,2011-2012,1.9.0
71544,2011-2012,2.5.0
71545,2011-2012,1.5.0
71546,2011-2012,1.9.0
71548,2011-2012,2.3.0
71549,2011-2012,2.4.0
71552,2011-2012,1.9.0
71554,2011-2012,2.4.0
71555,2011-2012,2.3.0
71557,2011-2012,2.3.0
71558,2011-2012,1.9.0
71559,2011-2012,1.9.0
71560,2011-2012,2.3.0
71561,2011-2012,2.2.0
71564,2011-2012,2.4.0
71566,2011-2012,2.4.0
71567,2011-2012,1.8.0
71568,2011-2012,1.5.0
71571,2011-2012,1.8.0
71572,2011-2012,1.5.0
71573,2011-2012,2.5.0
71574,2011-2012,1.8.0
71575,2011-2012,1.7.0
71577,2011-2012,1.5.0
71578,2011-2012,2.5.0
71581,2011-2012,2.3.0
71582,2011-2012,2.4.0
71583,2011-2012,2.4.0
71584,2011-2012,2.5.0
71585,2011-2012,2.5.0
71586,2011-2012,2.2.0
71587,2011-2012,2.3.0
71588,2011-2012,1.9.0
71591,2011-2012,1.8.0
71592,2011-2012,2.0.0
71593,2011-2012,2.4.0
71595,2011-2012,2.4.0
71596,2011-2012,2.3.0
71597,2011-2012,1.9.0
71598,2011-2012,2.2.0
71602,2011-2012,2.4.0
71603,2011-2012,2.4.0
71604,2011-2012,1.9.0
71605,2011-2012,1.9.0
71606,2011-2012,2.5.0
71607,2011-2012,1.7.0
71608,2011-2012,2.5.0
71610,2011-2012,2.5.0
71611,2011-2012,2.5.0
71613,2011-2012,1.8.0
71615,2011-2012,2.5.0
71620,2011-2012,2.4.0
71621,2011-2012,2.3.0
71622,2011-2012,1.5.0
71624,2011-2012,2.4.0
71625,2011-2012,1.8.0
71626,2011-2012,2.4.0
71627,2011-2012,2.4.0
71629,2011-2012,1.7.0
71631,2011-2012,2.2.0
71632,2011-2012,1.5.0
71634,2011-2012,2.3.0
71635,2011-2012,1.9.0
71636,2011-2012,1.8.0
71637,2011-2012,2.3.0
71638,2011-2012,1.5.0
71639,2011-2012,1.8.0
71640,2011-2012,2.0.0
71641,2011-2012,1.8.0
71643,2011-2012,2.5.0
71644,2011-2012,2.4.0
71645,2011-2012,1.9.0
71647,2011-2012,2.4.0
71648,2011-2012,2.5.0
71649,2011-2012,2.5.0
71650,2011-2012,2.4.0
71651,2011-2012,1.8.0
71653,2011-2012,2.2.0
71654,2011-2012,2.3.0
71655,2011-2012,1.5.0
71656,2011-2012,1.8.0
71657,2011-2012,2.4.0
71658,2011-2012,2.4.0
71659,2011-2012,1.8.0
71660,2011-2012,1.9.0
71662,2011-2012,2.3.0
71663,2011-2012,1.8.0
71665,2011-2012,1.8.0
71666,2011-2012,2.4.0
71667,2011-2012,1.9.0
71668,2011-2012,1.5.0
71670,2011-2012,2.4.0
71671,2011-2012,2.2.0
71672,2011-2012,2.1.0
71673,2011-2012,1.7.0
71674,2011-2012,1.9.0
71675,2011-2012,2.2.0
71676,2011-2012,2.4.0
71678,2011-2012,1.8.0
71681,2011-2012,2.5.0
71682,2011-2012,1.5.0
71685,2011-2012,1.9.0
71686,2011-2012,2.2.0
71687,2011-2012,1.8.0
71688,2011-2012,1.7.0
71689,2011-2012,2.3.0
71691,2011-2012,2.4.0
71692,2011-2012,2.3.0
71697,2011-2012,2.5.0
71698,2011-2012,1.8.0
71699,2011-2012,2.5.0
71701,2011-2012,2.4.0
71702,2011-2012,1.5.0
71704,2011-2012,2.0.0
71706,2011-2012,1.5.0
71707,2011-2012,1.7.0
71708,2011-2012,2.4.0
71709,2011-2012,2.4.0
71710,2011-2012,2.4.0
71712,2011-2012,1.5.0
71713,2011-2012,2.4.0
71714,2011-2012,2.3.0
71715,2011-2012,2.4.0
71716,2011-2012,2.4.0
71717,2011-2012,1.5.0
71718,2011-2012,1.7.0
71719,2011-2012,1.8.0
71721,2011-2012,1.9.0
71722,2011-2012,2.4.0
71724,2011-2012,1.7.0
71725,2011-2012,2.2.0
71728,2011-2012,1.7.0
71729,2011-2012,2.4.0
71730,2011-2012,2.4.0
71732,2011-2012,2.4.0
71733,2011-2012,1.8.0
71735,2011-2012,1.5.0
71736,2011-2012,2.4.0
71737,2011-2012,2.3.0
71739,2011-2012,2.4.0
71740,2011-2012,2.4.0
71741,2011-2012,2.5.0
71745,2011-2012,2.4.0
71746,2011-2012,2.2.0
71747,2011-2012,2.5.0
71748,2011-2012,2.4.0
71750,2011-2012,2.0.0
71752,2011-2012,2.5.0
71753,2011-2012,2.0.0
71755,2011-2012,2.5.0
71756,2011-2012,2.4.0
71757,2011-2012,2.5.0
71758,2011-2012,1.9.0
71759,2011-2012,1.8.0
71760,2011-2012,2.5.0
71762,2011-2012,2.5.0
71763,2011-2012,2.2.0
71764,2011-2012,2.4.0
71765,2011-2012,2.5.0
71767,2011-2012,1.8.0
71768,2011-2012,1.9.0
71769,2011-2012,2.0.0
71770,2011-2012,2.4.0
71772,2011-2012,2.4.0
71773,2011-2012,1.7.0
71775,2011-2012,2.5.0
71777,2011-2012,2.5.0
71778,2011-2012,2.4.0
71780,2011-2012,2.4.0
71781,2011-2012,2.2.0
71784,2011-2012,1.5.0
71786,2011-2012,1.5.0
71787,2011-2012,2.2.0
71788,2011-2012,2.3.0
71789,2011-2012,2.3.0
71790,2011-2012,2.5.0
71791,2011-2012,1.7.0
71792,2011-2012,2.5.0
71793,2011-2012,2.2.0
71795,2011-2012,2.4.0
71796,2011-2012,1.5.0
71797,2011-2012,1.5.0
71798,2011-2012,2.4.0
71800,2011-2012,2.3.0
71803,2011-2012,1.5.0
71806,2011-2012,1.8.0
71807,2011-2012,1.7.0
71808,2011-2012,1.7.0
71810,2011-2012,2.0.0
71811,2011-2012,1.9.0
71813,2011-2012,2.4.0
71817,2011-2012,1.5.0
71818,2011-2012,2.2.0
71819,2011-2012,2.5.0
71820,2011-2012,2.5.0
71821,2011-2012,1.5.0
71822,2011-2012,1.8.0
71824,2011-2012,2.4.0
71825,2011-2012,1.5.0
71827,2011-2012,2.2.0
71828,2011-2012,1.5.0
71829,2011-2012,2.3.0
71830,2011-2012,2.5.0
71831,2011-2012,1.7.0
71832,2011-2012,2.5.0
71833,2011-2012,1.8.0
71835,2011-2012,2.2.0
71836,2011-2012,2.4.0
71837,2011-2012,1.9.0
71838,2011-2012,2.4.0
71839,2011-2012,1.9.0
71840,2011-2012,2.4.0
71841,2011-2012,1.5.0
71842,2011-2012,2.4.0
71844,2011-2012,2.5.0
71845,2011-2012,2.0.0
71846,2011-2012,2.4.0
71847,2011-2012,2.4.0
71848,2011-2012,2.2.0
71849,2011-2012,1.9.0
71850,2011-2012,1.7.0
71851,2011-2012,2.3.0
71855,2011-2012,1.8.0
71856,2011-2012,2.5.0
71857,2011-2012,2.4.0
71858,2011-2012,2.4.0
71860,2011-2012,1.8.0
71861,2011-2012,2.4.0
71862,2011-2012,2.2.0
71863,2011-2012,1.9.0
71864,2011-2012,1.9.0
71866,2011-2012,2.3.0
71867,2011-2012,1.7.0
71868,2011-2012,1.5.0
71869,2011-2012,1.9.0
71870,2011-2012,2.4.0
71871,2011-2012,2.4.0
71872,2011-2012,1.8.0
71873,2011-2012,2.5.0
71874,2011-2012,1.8.0
71875,2011-2012,1.8.0
71876,2011-2012,2.3.0
71877,2011-2012,2.5.0
71878,2011-2012,2.5.0
71879,2011-2012,1.8.0
71880,2011-2012,2.4.0
71881,2011-2012,2.4.0
71882,2011-2012,2.5.0
71883,2011-2012,1.8.0
71884,2011-2012,2.2.0
71885,2011-2012,1.9.0
71886,2011-2012,2.4.0
71887,2011-2012,2.4.0
71888,2011-2012,2.0.0
71891,2011-2012,1.7.0
71894,2011-2012,2.2.0
71895,2011-2012,1.8.0
71897,2011-2012,2.5.0
71898,2011-2012,2.3.0
71901,2011-2012,1.9.0
71902,2011-2012,2.0.0
71903,2011-2012,1.7.0
71904,2011-2012,2.2.0
71908,2011-2012,1.5.0
71909,2011-2012,2.3.0
71911,2011-2012,1.7.0
71913,2011-2012,2.4.0
71914,2011-2012,2.0.0
71915,2011-2012,2.4.0
71916,2011-2012,2.4.0
73557,2013-2014,2.5.0
73558,2013-2014,2.5.0
73559,2013-2014,2.5.0
73560,2013-2014,2.5.0
73561,2013-2014,2.3.0
73562,2013-2014,2.5.0
73564,2013-2014,2.5.0
73566,2013-2014,2.5.0
73567,2013-2014,2.5.0
73568,2013-2014,2.5.0
73570,2013-2014,2.5.0
73571,2013-2014,2.5.0
73572,2013-2014,2.5.0
73573,2013-2014,2.4.0
73574,2013-2014,2.5.0
73576,2013-2014,2.5.0
73579,2013-2014,2.5.0
73580,2013-2014,2.5.0
73581,2013-2014,2.5.0
73583,2013-2014,2.5.0
73584,2013-2014,2.3.0
73585,2013-2014,2.5.0
73586,2013-2014,2.3.0
73587,2013-2014,2.5.0
73588,2013-2014,2.5.0
73589,2013-2014,2.5.0
73591,2013-2014,2.5.0
73592,2013-2014,2.3.0
73594,2013-2014,2.5.0
73595,2013-2014,2.5.0
73596,2013-2014,2.5.0
73597,2013-2014,2.5.0
73598,2013-2014,2.3.0
73599,2013-2014,2.5.0
73600,2013-2014,2.5.0
73601,2013-2014,2.5.0
73602,2013-2014,2.5.0
73603,2013-2014,2.5.0
73604,2013-2014,2.5.0
73605,2013-2014,2.5.0
73606,2013-2014,2.5.0
73607,2013-2014,2.5.0
73608,2013-2014,2.3.0
73609,2013-2014,2.5.0
73610,2013-2014,2.5.0
73612,2013-2014,2.5.0
73613,2013-2014,2.5.0
73614,2013-2014,2.5.0
73615,2013-2014,2.5.0
73616,2013-2014,2.5.0
73617,2013-2014,2.5.0
73618,2013-2014,2.5.0
73619,2013-2014,2.5.0
73620,2013-2014,2.5.0
73621,2013-2014,2.5.0
73622,2013-2014,2.5.0
73623,2013-2014,2.5.0
73624,2013-2014,2.5.0
73626,2013-2014,2.5.0
73628,2013-2014,2.5.0
73629,2013-2014,2.5.0
73630,2013-2014,2.3.0
73631,2013-2014,2.5.0
73632,2013-2014,2.5.0
73633,2013-2014,2.5.0
73635,2013-2014,2.5.0
73638,2013-2014,2.5.0
73639,2013-2014,2.5.0
73640,2013-2014,2.3.0
73642,2013-2014,2.5.0
73643,2013-2014,2.5.0
73644,2013-2014,2.5.0
73645,2013-2014,2.4.0
73646,2013-2014,2.5.0
73647,2013-2014,2.5.0
73648,2013-2014,2.5.0
73650,2013-2014,2.5.0
73651,2013-2014,2.5.0
73652,2013-2014,2.5.0
73653,2013-2014,2.5.0
73655,2013-2014,2.5.0
73656,2013-2014,2.5.0
73658,2013-2014,2.5.0
73659,2013-2014,2.3.0
73660,2013-2014,2.5.0
73661,2013-2014,2.5.0
73662,2013-2014,2.5.0
73663,2013-2014,2.5.0
73664,2013-2014,2.5.0
73665,2013-2014,2.5.0
73666,2013-2014,2.5.0
73667,2013-2014,2.5.0
73668,2013-2014,2.5.0
73669,2013-2014,2.5.0
73670,2013-2014,2.5.0
73672,2013-2014,2.5.0
73673,2013-2014,2.5.0
73674,2013-2014,2.5.0
73675,2013-2014,2.5.0
73676,2013-2014,2.5.0
73677,2013-2014,2.5.0
73678,2013-2014,2.5.0
73680,2013-2014,2.5.0
73681,2013-2014,2.5.0
73682,2013-2014,2.5.0
73686,2013-2014,2.4.0
73687,2013-2014,2.5.0
73688,2013-2014,2.4.0
73690,2013-2014,2.5.0
73691,2013-2014,2.5.0
73692,2013-2014,2.5.0
73693,2013-2014,2.5.0
73694,2013-2014,2.5.0
73696,2013-2014,2.5.0
73697,2013-2014,2.3.0
73698,2013-2014,2.5.0
73701,2013-2014,2.2.0
73702,2013-2014,2.5.0
73703,2013-2014,2.5.0
73704,2013-2014,2.5.0
73705,2013-2014,2.5.0
73706,2013-2014,2.5.0
73707,2013-2014,2.5.0
73711,2013-2014,2.5.0
73712,2013-2014,2.5.0
73713,2013-2014,2.5.0
73714,2013-2014,2.5.0
73715,2013-2014,2.5.0
73716,2013-2014,2.5.0
73717,2013-2014,2.5.0
73718,2013-2014,2.5.0
73719,2013-2014,2.4.0
73722,2013-2014,2.5.0
73723,2013-2014,2.5.0
73724,2013-2014,2.5.0
73725,2013-2014,2.2.0
73726,2013-2014,2.5.0
73728,2013-2014,2.5.0
73729,2013-2014,2.3.0
73730,2013-2014,2.5.0
73731,2013-2014,2.5.0
73732,2013-2014,2.5.0
73734,2013-2014,2.5.0
73735,2013-2014,2.5.0
73736,2013-2014,2.5.0
73739,2013-2014,2.5.0
73740,2013-2014,2.5.0
73741,2013-2014,2.2.0
73742,2013-2014,2.5.0
73745,2013-2014,2.5.0
73746,2013-2014,2.3.0
73747,2013-2014,2.5.0
73749,2013-2014,2.5.0
73750,2013-2014,2.5.0
73751,2013-2014,2.5.0
73752,2013-2014,2.5.0
73753,2013-2014,2.5.0
73754,2013-2014,2.5.0
73755,2013-2014,2.5.0
73756,2013-2014,2.5.0
73757,2013-2014,2.5.0
73758,2013-2014,2.5.0
73759,2013-2014,2.5.0
73760,2013-2014,2.5.0
73761,2013-2014,2.5.0
73762,2013-2014,2.5.0
73763,2013-2014,2.5.0
73764,2013-2014,2.5.0
73765,2013-2014,2.5.0
73766,2013-2014,2.5.0
73767,2013-2014,2.5.0
73768,2013-2014,2.5.0
73770,2013-2014,2.5.0
73772,2013-2014,2.5.0
73773,2013-2014,2.5.0
73774,2013-2014,2.5.0
73775,2013-2014,2.5.0
73776,2013-2014,2.5.0
73778,2013-2014,2.5.0
73779,2013-2014,2.5.0
73780,2013-2014,2.5.0
73781,2013-2014,2.5.0
73782,2013-2014,2.5.0
73783,2013-2014,2.5.0
73786,2013-2014,2.5.0
73787,2013-2014,2.5.0
73788,2013-2014,2.5.0
73790,2013-2014,2.5.0
73792,2013-2014,2.3.0
73793,2013-2014,2.3.0
73794,2013-2014,2.5.0
73795,2013-2014,2.2.0
73796,2013-2014,2.5.0
73797,2013-2014,2.5.0
73798,2013-2014,2.5.0
73799,2013-2014,2.5.0
73800,2013-2014,2.5.0
73801,2013-2014,2.5.0
73802,2013-2014,2.5.0
73803,2013-2014,2.5.0
73804,2013-2014,2.5.0
73805,2013-2014,2.5.0
73806,2013-2014,2.5.0
73807,2013-2014,2.5.0
73808,2013-2014,2.5.0
73809,2013-2014,2.5.0
73811,2013-2014,2.3.0
73812,2013-2014,2.5.0
73813,2013-2014,2.5.0
73815,2013-2014,2.5.0
73816,2013-2014,2.5.0
73818,2013-2014,2.5.0
73819,2013-2014,2.5.0
73820,2013-2014,2.5.0
73821,2013-2014,2.5.0
73822,2013-2014,2.5.0
73823,2013-2014,2.5.0
73824,2013-2014,2.3.0
73825,2013-2014,2.5.0
73826,2013-2014,2.5.0
73827,2013-2014,2.5.0
73829,2013-2014,2.5.0
73831,2013-2014,2.5.0
73833,2013-2014,2.5.0
73834,2013-2014,2.5.0
73835,2013-2014,2.5.0
73836,2013-2014,2.5.0
73837,2013-2014,2.5.0
73839,2013-2014,2.5.0
73840,2013-2014,2.5.0
73841,2013-2014,2.5.0
73842,2013-2014,2.5.0
73843,2013-2014,2.3.0
73844,2013-2014,2.5.0
73846,2013-2014,2.3.0
73847,2013-2014,2.3.0
73848,2013-2014,2.5.0
73849,2013-2014,2.5.0
73850,2013-2014,2.5.0
73851,2013-2014,2.5.0
73853,2013-2014,2.5.0
73855,2013-2014,2.5.0
73858,2013-2014,2.5.0
73860,2013-2014,2.5.0
73862,2013-2014,2.5.0
73863,2013-2014,2.5.0
73864,2013-2014,2.4.0
73865,2013-2014,2.5.0
73866,2013-2014,2.5.0
73868,2013-2014,2.5.0
73870,2013-2014,2.5.0
73872,2013-2014,2.5.0
73873,2013-2014,2.5.0
73875,2013-2014,2.5.0
73878,2013-2014,2.3.0
73879,2013-2014,2.5.0
73880,2013-2014,2.5.0
73881,2013-2014,2.5.0
73882,2013-2014,2.5.0
73883,2013-2014,2.5.0
73884,2013-2014,2.5.0
73885,2013-2014,2.5.0
73886,2013-2014,2.5.0
73887,2013-2014,2.5.0
73888,2013-2014,2.5.0
73889,2013-2014,2.5.0
73890,2013-2014,2.5.0
73891,2013-2014,2.5.0
73892,2013-2014,2.3.0
73893,2013-2014,2.5.0
73895,2013-2014,2.5.0
73897,2013-2014,2.3.0
73898,2013-2014,2.5.0
73899,2013-2014,2.5.0
73900,2013-2014,2.3.0
73903,2013-2014,2.5.0
73904,2013-2014,2.5.0
73905,2013-2014,2.5.0
73906,2013-2014,2.5.0
73908,2013-2014,2.5.0
73910,2013-2014,2.5.0
73911,2013-2014,2.5.0
73913,2013-2014,2.5.0
73915,2013-2014,2.5.0
73916,2013-2014,2.5.0
73917,2013-2014,2.3.0
73918,2013-2014,2.5.0
73919,2013-2014,2.5.0
73920,2013-2014,2.5.0
73921,2013-2014,2.5.0
73922,2013-2014,2.3.0
73923,2013-2014,2.5.0
73925,2013-2014,2.3.0
73926,2013-2014,2.5.0
73927,2013-2014,2.5.0
73928,2013-2014,2.5.0
73929,2013-2014,2.5.0
73930,2013-2014,2.5.0
73931,2013-2014,2.5.0
73932,2013-2014,2.5.0
73933,2013-2014,2.5.0
73934,2013-2014,2.5.0
73935,2013-2014,2.5.0
73936,2013-2014,2.5.0
73937,2013-2014,2.5.0
73938,2013-2014,2.5.0
73939,2013-2014,2.3.0
73940,2013-2014,2.5.0
73942,2013-2014,2.5.0
73943,2013-2014,2.5.0
73945,2013-2014,2.5.0
73948,2013-2014,2.5.0
73949,2013-2014,2.5.0
73950,2013-2014,2.5.0
73951,2013-2014,2.5.0
73952,2013-2014,2.5.0
73953,2013-2014,2.5.0
73954,2013-2014,2.5.0
73955,2013-2014,2.5.0
73956,2013-2014,2.5.0
73958,2013-2014,2.3.0
73959,2013-2014,2.5.0
73960,2013-2014,2.5.0
73961,2013-2014,2.5.0
73962,2013-2014,2.5.0
73963,2013-2014,2.5.0
73964,2013-2014,2.5.0
73966,2013-2014,2.5.0
73967,2013-2014,2.3.0
73968,2013-2014,2.5.0
73970,2013-2014,2.5.0
73971,2013-2014,2.5.0
73973,2013-2014,2.5.0
73974,2013-2014,2.5.0
73975,2013-2014,2.5.0
73976,2013-2014,2.5.0
73977,2013-2014,2.5.0
73978,2013-2014,2.5.0
73979,2013-2014,2.5.0
73981,2013-2014,2.5.0
73982,2013-2014,2.5.0
73983,2013-2014,2.5.0
73985,2013-2014,2.5.0
73986,2013-2014,2.5.0
73987,2013-2014,2.5.0
73988,2013-2014,2.5.0
73990,2013-2014,2.5.0
73991,2013-2014,2.5.0
73992,2013-2014,2.5.0
73993,2013-2014,2.5.0
73994,2013-2014,2.3.0
73995,2013-2014,2.5.0
73996,2013-2014,2.5.0
73997,2013-2014,2.5.0
73998,2013-2014,2.5.0
73999,2013-2014,2.5.0
74000,2013-2014,2.5.0
74001,2013-2014,2.5.0
74002,2013-2014,2.3.0
74003,2013-2014,2.4.0
74004,2013-2014,2.5.0
74005,2013-2014,2.5.0
74006,2013-2014,2.5.0
74007,2013-2014,2.5.0
74008,2013-2014,2.5.0
74009,2013-2014,2.5.0
74010,2013-2014,2.5.0
74011,2013-2014,2.5.0
74012,2013-2014,2.5.0
74013,2013-2014,2.5.0
74014,2013-2014,2.5.0
74016,2013-2014,2.5.0
74017,2013-2014,2.5.0
74018,2013-2014,2.5.0
74021,2013-2014,2.5.0
74023,2013-2014,2.5.0
74025,2013-2014,2.5.0
74026,2013-2014,2.5.0
74027,2013-2014,2.5.0
74029,2013-2014,2.5.0
74032,2013-2014,2.5.0
74033,2013-2014,2.5.0
74035,2013-2014,2.5.0
74037,2013-2014,2.5.0
74038,2013-2014,2.5.0
74039,2013-2014,2.5.0
74041,2013-2014,2.5.0
74042,2013-2014,2.5.0
74043,2013-2014,2.5.0
74044,2013-2014,2.5.0
74045,2013-2014,2.4.0
74046,2013-2014,2.5.0
74047,2013-2014,2.5.0
74048,2013-2014,2.5.0
74049,2013-2014,2.5.0
74050,2013-2014,2.5.0
74051,2013-2014,2.5.0
74053,2013-2014,2.5.0
74054,2013-2014,2.5.0
74055,2013-2014,2.5.0
74056,2013-2014,2.5.0
74057,2013-2014,2.5.0
74058,2013-2014,2.5.0
74059,2013-2014,2.3.0
74060,2013-2014,2.5.0
74061,2013-2014,2.3.0
74062,2013-2014,2.5.0
74066,2013-2014,2.5.0
74070,2013-2014,2.5.0
74071,2013-2014,2.5.0
74072,2013-2014,2.5.0
74074,2013-2014,2.5.0
74075,2013-2014,2.5.0
74077,2013-2014,2.5.0
74078,2013-2014,2.5.0
74080,2013-2014,2.5.0
74081,2013-2014,2.5.0
74083,2013-2014,2.4.0
74085,2013-2014,2.5.0
74086,2013-2014,2.5.0
74087,2013-2014,2.5.0
74088,2013-2014,2.5.0
74091,2013-2014,2.3.0
74092,2013-2014,2.5.0
74093,2013-2014,2.5.0
74094,2013-2014,2.2.0
74095,2013-2014,2.5.0
74096,2013-2014,2.5.0
74097,2013-2014,2.5.0
74099,2013-2014,2.5.0
74100,2013-2014,2.5.0
74101,2013-2014,2.5.0
74102,2013-2014,2.5.0
74103,2013-2014,2.5.0
74104,2013-2014,2.5.0
74106,2013-2014,2.5.0
74107,2013-2014,2.5.0
74109,2013-2014,2.5.0
74110,2013-2014,2.5.0
74111,2013-2014,2.5.0
74112,2013-2014,2.5.0
74113,2013-2014,2.5.0
74114,2013-2014,2.5.0
74115,2013-2014,2.5.0
74117,2013-2014,2.5.0
74118,2013-2014,2.5.0
74119,2013-2014,2.3.0
74120,2013-2014,2.5.0
74123,2013-2014,2.5.0
74124,2013-2014,2.3.0
74125,2013-2014,2.5.0
74126,2013-2014,2.5.0
74127,2013-2014,2.5.0
74128,2013-2014,2.5.0
74130,2013-2014,2.5.0
74131,2013-2014,2.5.0
74132,2013-2014,2.5.0
74133,2013-2014,2.5.0
74134,2013-2014,2.5.0
74135,2013-2014,2.5.0
74136,2013-2014,2.5.0
74137,2013-2014,2.5.0
74138,2013-2014,2.5.0
74139,2013-2014,2.5.0
74140,2013-2014,2.5.0
74142,2013-2014,2.5.0
74143,2013-2014,2.5.0
74144,2013-2014,2.5.0
